date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:35:54	10058/10058	---MCZ	200	added ('OK')	text/css	etag:W/%22663b393c-274a%22	https://cdn.datatables.net/buttons/1.6.4/css/buttons.dataTables.min.css	C:/My%20Web%20Sites/Hospital%20Management/cdn.datatables.net/buttons/1.6.4/css/buttons.dataTables.min.css	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:55	8194/8194	---MCZ	200	added ('OK')	text/css	etag:W/%222002-561941a4f1e00%22	https://w3crm.dexignzone.com/xhtml/vendor/bootstrap-datetimepicker/css/bootstrap-datetimepicker.min.css	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/vendor/bootstrap-datetimepicker/css/bootstrap-datetimepicker.min.css	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:55	10867/10867	---MCZ	200	added ('OK')	text/css	etag:W/%222a73-6019081829100%22	https://w3crm.dexignzone.com/xhtml/vendor/tagify/dist/tagify.css	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/vendor/tagify/dist/tagify.css	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:56	6030/6030	---M--	200	added ('OK')	image/jpeg	etag:%22178e-5c429016a4c00%22	https://w3crm.dexignzone.com/xhtml/images/avatar/1.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/avatar/1.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:56	1137988/1137988	---MCZ	200	added ('OK')	text/css	etag:%22115d44-61a46671a21de-gzip%22	https://w3crm.dexignzone.com/xhtml/css/style.css	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/css/style.css	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:56	9090/9090	---M--	200	added ('OK')	image/jpeg	etag:%222382-5c429016a4c00%22	https://w3crm.dexignzone.com/xhtml/images/avatar/2.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/avatar/2.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:57	8584/8584	---M--	200	added ('OK')	image/jpeg	etag:%222188-5c429016a4c00%22	https://w3crm.dexignzone.com/xhtml/images/avatar/3.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/avatar/3.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:57	7438/7438	---M--	200	added ('OK')	image/jpeg	etag:%221d0e-5c429016a4c00%22	https://w3crm.dexignzone.com/xhtml/images/avatar/4.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/avatar/4.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:57	9855/9855	---M--	200	added ('OK')	image/jpeg	etag:%22267f-5c429016a4c00%22	https://w3crm.dexignzone.com/xhtml/images/avatar/5.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/avatar/5.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:58	16137/16137	---M--	200	added ('OK')	image/jpeg	etag:%223f09-5c429455d5100%22	https://w3crm.dexignzone.com/xhtml/images/tab/1.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/tab/1.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:58	124572/124572	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:00:22%20GMT	https://w3crm.dexignzone.com/xhtml/app-profile.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/app-profile.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:59	5990/5990	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2011:21:26%20GMT	https://w3crm.dexignzone.com/xhtml/page-login.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/page-login.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:35:59	557951/557951	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:57:10%20GMT	https://w3crm.dexignzone.com/xhtml/email-inbox.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/email-inbox.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:00	221604/221604	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:59:12%20GMT	https://w3crm.dexignzone.com/xhtml/index-2.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/index-2.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:00	120870/120870	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:00:44%20GMT	https://w3crm.dexignzone.com/xhtml/employee.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/employee.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:01	162998/162998	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:55:48%20GMT	https://w3crm.dexignzone.com/xhtml/core-hr.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/core-hr.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:01	108411/108411	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:01:08%20GMT	https://w3crm.dexignzone.com/xhtml/finance.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/finance.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:01	127721/127721	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:03:38%20GMT	https://w3crm.dexignzone.com/xhtml/task.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/task.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:01	130595/130595	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:05:54%20GMT	https://w3crm.dexignzone.com/xhtml/task-summary.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/task-summary.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:02	107993/107993	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:59:56%20GMT	https://w3crm.dexignzone.com/xhtml/performance.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/performance.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:02	122990/122990	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:03:58%20GMT	https://w3crm.dexignzone.com/xhtml/project.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/project.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:02	120268/120268	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:04:28%20GMT	https://w3crm.dexignzone.com/xhtml/reports.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/reports.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:02	109076/109076	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:02:54%20GMT	https://w3crm.dexignzone.com/xhtml/manage-client.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/manage-client.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:03	111887/111887	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:53:20%20GMT	https://w3crm.dexignzone.com/xhtml/blog-1.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/blog-1.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:03	185862/185862	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:50:20%20GMT	https://w3crm.dexignzone.com/xhtml/profile/overview.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/profile/overview.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:03	122901/122901	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:50:32%20GMT	https://w3crm.dexignzone.com/xhtml/profile/projects.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/profile/projects.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:03	128627/128627	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:47:06%20GMT	https://w3crm.dexignzone.com/xhtml/profile/projects-details.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/profile/projects-details.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:04	117752/117752	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:49:44%20GMT	https://w3crm.dexignzone.com/xhtml/profile/campaigns.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/profile/campaigns.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:04	118672/118672	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:49:58%20GMT	https://w3crm.dexignzone.com/xhtml/profile/documents.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/profile/documents.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:04	117357/117357	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:50:10%20GMT	https://w3crm.dexignzone.com/xhtml/profile/followers.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/profile/followers.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:05	181356/181356	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:49:18%20GMT	https://w3crm.dexignzone.com/xhtml/profile/activity.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/profile/activity.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:05	121546/121546	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:48:18%20GMT	https://w3crm.dexignzone.com/xhtml/account/overview.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/account/overview.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:06	131117/131117	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:48:46%20GMT	https://w3crm.dexignzone.com/xhtml/account/security.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/account/security.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:06	124227/124227	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:49:00%20GMT	https://w3crm.dexignzone.com/xhtml/account/settings.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/account/settings.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:06	181809/181809	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:47:28%20GMT	https://w3crm.dexignzone.com/xhtml/account/activity.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/account/activity.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:06	150911/150911	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:47:52%20GMT	https://w3crm.dexignzone.com/xhtml/account/billing.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/account/billing.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:07	139174/139174	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:47:18%20GMT	https://w3crm.dexignzone.com/xhtml/account/statements.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/account/statements.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:07	136298/136298	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:48:36%20GMT	https://w3crm.dexignzone.com/xhtml/account/referrals.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/account/referrals.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:08	125292/125292	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:47:40%20GMT	https://w3crm.dexignzone.com/xhtml/account/api-keys.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/account/api-keys.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:08	121055/121055	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:48:02%20GMT	https://w3crm.dexignzone.com/xhtml/account/logs.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/account/logs.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:08	110991/110991	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:54:46%20GMT	https://w3crm.dexignzone.com/xhtml/chat.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/chat.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:08	158482/158482	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:03:28%20GMT	https://w3crm.dexignzone.com/xhtml/user.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/user.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:09	97037/97037	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:58:58%20GMT	https://w3crm.dexignzone.com/xhtml/edit-profile.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/edit-profile.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:09	126813/126813	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:10:56%20GMT	https://w3crm.dexignzone.com/xhtml/user-roles.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/user-roles.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:10	114533/114533	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:11:28%20GMT	https://w3crm.dexignzone.com/xhtml/add-role.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/add-role.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:10	124548/124548	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:46:18%20GMT	https://w3crm.dexignzone.com/xhtml/app-profile-1.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/app-profile-1.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:10	106294/106294	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:00:08%20GMT	https://w3crm.dexignzone.com/xhtml/post-details.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/post-details.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:11	125419/125419	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:50:40%20GMT	https://w3crm.dexignzone.com/xhtml/app-profile-2.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/app-profile-2.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:11	125512/125512	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:55:58%20GMT	https://w3crm.dexignzone.com/xhtml/customer.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/customer.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:11	110927/110927	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:56:10%20GMT	https://w3crm.dexignzone.com/xhtml/customer-profile.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/customer-profile.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:11	126035/126035	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:55:08%20GMT	https://w3crm.dexignzone.com/xhtml/contacts.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/contacts.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:12	97361/97361	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:56:52%20GMT	https://w3crm.dexignzone.com/xhtml/email-compose.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/email-compose.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:12	113874/113874	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:57:22%20GMT	https://w3crm.dexignzone.com/xhtml/email-read.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/email-read.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:12	98916/98916	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:46:40%20GMT	https://w3crm.dexignzone.com/xhtml/app-calender.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/app-calender.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:13	109458/109458	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:58:36%20GMT	https://w3crm.dexignzone.com/xhtml/ecom-product-grid.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ecom-product-grid.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:13	110808/110808	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:58:46%20GMT	https://w3crm.dexignzone.com/xhtml/ecom-product-list.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ecom-product-list.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:13	102349/102349	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:58:16%20GMT	https://w3crm.dexignzone.com/xhtml/ecom-product-detail.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ecom-product-detail.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:14	136777/136777	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:56:32%20GMT	https://w3crm.dexignzone.com/xhtml/ecom-product-order.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ecom-product-order.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:14	108584/108584	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:56:20%20GMT	https://w3crm.dexignzone.com/xhtml/ecom-checkout.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ecom-checkout.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:14	104677/104677	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:57:56%20GMT	https://w3crm.dexignzone.com/xhtml/ecom-invoice.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ecom-invoice.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:15	106660/106660	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:52:42%20GMT	https://w3crm.dexignzone.com/xhtml/auto-write.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/auto-write.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:15	147601/147601	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:57:32%20GMT	https://w3crm.dexignzone.com/xhtml/ecom-customers.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ecom-customers.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:15	162603/162603	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:04:58%20GMT	https://w3crm.dexignzone.com/xhtml/scheduled.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/scheduled.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:16	175468/175468	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:04:38%20GMT	https://w3crm.dexignzone.com/xhtml/repurpose.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/repurpose.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:16	107615/107615	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:04:48%20GMT	https://w3crm.dexignzone.com/xhtml/rss.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/rss.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:16	105103/105103	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:54:58%20GMT	https://w3crm.dexignzone.com/xhtml/chatbot.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/chatbot.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:17	172465/172465	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:01:18%20GMT	https://w3crm.dexignzone.com/xhtml/fine-tune-models.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/fine-tune-models.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:17	138989/138989	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:04:12%20GMT	https://w3crm.dexignzone.com/xhtml/prompt.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/prompt.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:17	117921/117921	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:05:08%20GMT	https://w3crm.dexignzone.com/xhtml/setting.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/setting.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:18	99098/99098	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:02:24%20GMT	https://w3crm.dexignzone.com/xhtml/import.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/import.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:18	119383/119383	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:03:06%20GMT	https://w3crm.dexignzone.com/xhtml/menu.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/menu.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:18	105301/105301	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:55:20%20GMT	https://w3crm.dexignzone.com/xhtml/content.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/content.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:18	105838/105838	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:00:34%20GMT	https://w3crm.dexignzone.com/xhtml/email-template.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/email-template.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:19	106017/106017	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:53:08%20GMT	https://w3crm.dexignzone.com/xhtml/blog.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/blog.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
